predicted_tree_id,predicted_tree_height,predicted_tree_internal_area,observed_tree_id,observed_tree_height,observed_tree_internal_area,height_err
1,24.562902450561523,TRUE,966,21,TRUE,3.5629024505615234
2,32.10741424560547,FALSE,1901,31.2,FALSE,0.9074142456054695
8,31.155431747436523,FALSE,1207,22.5,FALSE,8.655431747436523
9,34.169681549072266,TRUE,602,33.7,TRUE,0.4696815490722628
17,31.471439361572266,TRUE,571,28.9,TRUE,2.571439361572267
26,35.945831298828125,TRUE,2009,34.3,TRUE,1.6458312988281278
29,26.879375457763672,FALSE,1896,25.7,FALSE,1.1793754577636726
30,32.74506378173828,FALSE,2052,34.1,FALSE,-1.3549362182617202
31,21.17599105834961,TRUE,1768,26.5,TRUE,-5.324008941650391
37,23.005353927612305,FALSE,397,25.4,FALSE,-2.394646072387694
41,31.668302536010742,FALSE,1456,34.3,FALSE,-2.631697463989255
43,32.69778823852539,TRUE,1389,32.2,TRUE,0.4977882385253878
46,27.81378173828125,TRUE,697,27.1,TRUE,0.7137817382812486
48,29.669227600097656,FALSE,694,29.1,FALSE,0.5692276000976548
49,16.671356201171875,FALSE,1628,15.3,FALSE,1.3713562011718743
51,39.676143646240234,TRUE,335,32.9,TRUE,6.776143646240236
52,30.212987899780273,FALSE,1867,32,FALSE,-1.7870121002197266
56,35.294677734375,FALSE,1170,29.5,FALSE,5.794677734375
59,22.54884147644043,TRUE,274,28,TRUE,-5.45115852355957
61,34.672637939453125,FALSE,1872,33.2,FALSE,1.4726379394531222
62,53.88084411621094,TRUE,1513,53.3,TRUE,0.5808441162109403
63,16.04350471496582,TRUE,590,12.8,TRUE,3.2435047149658196
67,14.319270133972168,TRUE,1776,14,TRUE,0.31927013397216797
68,32.23280715942383,FALSE,1873,25.7,FALSE,6.532807159423829
71,24.521230697631836,FALSE,544,26,FALSE,-1.478769302368164
74,18.155336380004883,FALSE,483,16.6,FALSE,1.5553363800048814
79,20.071386337280273,TRUE,1706,20.4,TRUE,-0.32861366271972514
81,29.632448196411133,TRUE,265,29.4,TRUE,0.23244819641113423
84,22.14842987060547,FALSE,1464,19.3,FALSE,2.848429870605468
86,8.484132766723633,TRUE,2083,9.1,TRUE,-0.6158672332763668
88,10.16047477722168,FALSE,320,8.3,FALSE,1.860474777221679
90,34.04746627807617,FALSE,97,33.5,FALSE,0.5474662780761719
93,16.39862632751465,TRUE,600,11.8,TRUE,4.598626327514648
97,23.645709991455078,FALSE,540,20.2,FALSE,3.445709991455079
105,20.472871780395508,TRUE,894,20.5,TRUE,-0.027128219604492188
109,29.66830825805664,TRUE,1408,28.3,TRUE,1.36830825805664
110,22.01351547241211,TRUE,916,22.2,TRUE,-0.18648452758788991
115,25.913631439208984,FALSE,1583,26.2,FALSE,-0.2863685607910149
117,36.80108642578125,TRUE,1984,40.6,TRUE,-3.7989135742187514
125,31.570531845092773,TRUE,879,36.5,TRUE,-4.929468154907227
126,31.474464416503906,TRUE,1018,25.2,TRUE,6.274464416503907
127,29.513324737548828,TRUE,1246,30.5,TRUE,-0.9866752624511719
129,27.188066482543945,TRUE,169,26.9,TRUE,0.28806648254394673
130,12.154497146606445,FALSE,2138,12.6,FALSE,-0.44550285339355433
133,12.58781909942627,TRUE,659,12,TRUE,0.5878190994262695
134,17.180570602416992,TRUE,991,16.3,TRUE,0.8805706024169915
136,15.031617164611816,FALSE,2141,14.1,FALSE,0.9316171646118168
137,35.81022262573242,TRUE,2096,36.1,TRUE,-0.28977737426757955
140,30.068275451660156,TRUE,44,25.7,TRUE,4.368275451660157
141,9.188855171203613,FALSE,1462,7.9,FALSE,1.288855171203613
142,29.15764808654785,TRUE,983,22.2,TRUE,6.957648086547852
143,19.600269317626953,FALSE,317,16.5,FALSE,3.100269317626953
144,24.08259391784668,FALSE,515,17.8,FALSE,6.282593917846679
146,31.300264358520508,FALSE,114,30.3,FALSE,1.000264358520507
147,26.59077262878418,FALSE,104,24.4,FALSE,2.190772628784181
148,26.333322525024414,TRUE,691,25.7,TRUE,0.6333225250244148
149,24.520000457763672,FALSE,1610,23.5,FALSE,1.0200004577636719
150,34.27165603637695,FALSE,1692,32.9,FALSE,1.3716560363769545
151,38.38853073120117,TRUE,647,45.4,TRUE,-7.011469268798827
152,28.88827896118164,TRUE,1769,28.3,TRUE,0.5882789611816399
157,34.30886459350586,FALSE,1696,33.3,FALSE,1.0088645935058622
159,15.926945686340332,TRUE,760,18.4,TRUE,-2.4730543136596665
160,11.108736991882324,TRUE,375,12.7,TRUE,-1.591263008117675
161,27.407127380371094,TRUE,361,18.5,TRUE,8.907127380371094
162,8.83646297454834,TRUE,1777,12.1,TRUE,-3.26353702545166
163,39.877620697021484,TRUE,1441,30.8,TRUE,9.077620697021484
169,34.92546844482422,TRUE,1394,35,TRUE,-0.07453155517578125
172,12.510397911071777,TRUE,925,12.9,TRUE,-0.389602088928223
180,30.43568229675293,FALSE,1688,31,FALSE,-0.5643177032470703
181,33.29999923706055,TRUE,1784,25.2,TRUE,8.099999237060548
187,19.49246597290039,FALSE,1690,17.7,FALSE,1.7924659729003913
192,18.62136459350586,TRUE,282,21.9,TRUE,-3.278635406494139
194,21.092649459838867,TRUE,252,25.7,TRUE,-4.607350540161132
196,32.15561294555664,TRUE,45,33.2,TRUE,-1.0443870544433622
198,34.09230041503906,TRUE,2001,34.4,TRUE,-0.3076995849609361
199,36.291351318359375,TRUE,910,42.8,TRUE,-6.508648681640622
200,9.405950546264648,TRUE,824,8.7,TRUE,0.7059505462646491
