canopy_position,height_cat,n_observed_matched_predicted,n_observed,n_predicted_matched_observed,n_predicted,sensitivity,precision,f_score,height_mae,height_bias,height_mean_observed,height_mean_predicted,height_cor,height_slope,height_mae_percent,area_density_mae,area_density_bias,mean_observed_treedensity,mean_predicted_treedensity,area_density_correlation,n_virtual_plots,area_density_mae_percent,predicted_tree_dataset_name
all,10+,268,868,269,538,0.308755760368664,0.5,0.381766381766382,2.84239854670283,0.256221038192066,25.8264925373134,26.0827135755055,0.905964377179779,0.945685026797817,0.110057474610468,121.739130434783,-110.144927536232,336.231884057971,226.086956521739,-0.00576200361379185,23,0.362068965517241,ttops_ortho_dpf_000.7
all,20+,187,374,195,390,0.5,0.5,0.5,2.87317812200536,-0.384076528498196,30.2748663101604,29.8907897816622,0.848411611965835,0.83767203038183,0.094903082067157,85.9903381642512,17.3913043478261,148.792270531401,166.183574879227,0.0774451475746277,23,0.577922077922078,ttops_ortho_dpf_000.7
overstory,10+,260,634,257,538,0.410094637223975,0.477695167286245,0.441321189625452,2.8654634314317,-0.0944661301832932,26.1457692307692,26.0513031005859,0.900871000384395,0.908510475082958,0.109595682809727,76.3285024154589,-10.6280193236715,236.714975845411,226.086956521739,0.0429827575590037,23,0.322448979591837,ttops_ortho_dpf_000.7
overstory,20+,188,331,187,390,0.56797583081571,0.47948717948718,0.519993787763373,3.02287592786424,-0.512193834020736,30.2122340425532,29.7000402085325,0.833762425760022,0.800445642607366,0.100054697166935,79.2270531400966,36.7149758454106,129.468599033816,166.183574879227,0.0962694671116597,23,0.611940298507463,ttops_ortho_dpf_000.7
